id,title,original_title,year,rating,rating_count,director,screenwriter,actors,genre,region,language,duration,release_date,aka,imdb,synopsis,poster_url,ranking,tags,url
1858711,玩具总动员3, Toy Story 3,2010,8.9,595673,李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks,,,喜剧 动画 奇幻 冒险,美国,,,,,,跨度十五年的欢乐与泪水。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,132,,https://movie.douban.com/subject/1858711/
26628357,一个叫欧维的男人决定去死, En man som heter Ove,2015,8.9,572426,汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård... 2015,,,剧情,瑞典,,,,,,惠及一生的美丽。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,133,,https://movie.douban.com/subject/26628357/
1828115,色，戒,,2007,8.7,966512,李安 Ang Lee   主演: 梁朝伟 Tony Leung Chiu Wai,,,剧情 爱情 情色,中国台湾 中国大陆 美国 中国香港,,,,,,假戏真情，爱欲深海,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg,134,,https://movie.douban.com/subject/1828115/
1300992,完美的世界, A Perfect World,1993,9.1,361667,克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos... 1993,,,剧情 犯罪,美国,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg,135,,https://movie.douban.com/subject/1300992/
1291579,怪兽电力公司," Monsters, Inc.",2001,8.8,773819,彼特·道格特 Pete Docter,,,儿童 喜剧 动画 奇幻 冒险,美国,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,136,,https://movie.douban.com/subject/1291579/
1291875,阳光灿烂的日子,,1994,8.8,698431,姜文 Wen Jiang   主演: 夏雨 Yu Xia,,,剧情 爱情,中国大陆 中国香港,,,,,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2582946597.jpg,137,,https://movie.douban.com/subject/1291875/
1294240,教父3, The Godfather: Part III,1990,9.0,434799,弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A... 1990,,,剧情 犯罪,美国,,,,,,,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,138,,https://movie.douban.com/subject/1294240/
25814705,小森林 夏秋篇, リトル・フォレスト 夏・秋,2014,9.0,475511,森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto,,,剧情,日本,,,,,,那些静得只能听见呼吸的日子里，你明白孤独即生活。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2232317770.jpg,139,,https://movie.douban.com/subject/25814705/
1292215,天使爱美丽, Le Fabuleux destin d'Amélie Poulain,2001,8.7,1023581,让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau... 2001,,,剧情 喜剧 爱情,法国 德国,,,,,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg,140,,https://movie.douban.com/subject/1292215/
1297052,侧耳倾听, 耳をすませば,1995,8.9,522745,近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna,,,剧情 爱情 动画,日本,,,,,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,141,,https://movie.douban.com/subject/1297052/
1307315,哪吒闹海,,1979,9.2,309935,王树忱 Shuchen Wang,,,冒险 动画 奇幻,中国大陆,,,,,,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.jpg,142,,https://movie.douban.com/subject/1307315/
1297518,九品芝麻官,,1994,8.8,798382,王晶 Jing Wong   主演: 周星驰 Stephen Chow,,,剧情 喜剧 古装,中国香港,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg,143,,https://movie.douban.com/subject/1297518/
6307447,被解救的姜戈, Django Unchained,2012,8.8,696075,昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx,,,剧情 动作 西部 冒险,美国,,,,,,热血沸腾，那个低俗、性感的无耻混蛋又来了。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg,144,,https://movie.douban.com/subject/6307447/
26799731,请以你的名字呼唤我, Call Me by Your Name,2017,8.8,828602,卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer,,,剧情 爱情 同性,意大利 法国 巴西 美国,,,,,,沉醉在电影的情感和视听氛围中无法自拔。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,145,,https://movie.douban.com/subject/26799731/
1292274,幸福终点站, The Terminal,2004,8.8,645207,史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks... 2004,,,喜剧 剧情 爱情,美国,,,,,,有时候幸福需要等一等。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2181698213.jpg,146,,https://movie.douban.com/subject/1292274/
25986180,釜山行, 부산행,2016,8.6,1355904,延尚昊 Sang-ho Yeon   主演: 孔刘 Yoo Gong,,,动作 惊悚 灾难,韩国,,,,,,揭露人性的丧尸题材力作。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg,147,,https://movie.douban.com/subject/25986180/
3287562,神偷奶爸, Despicable Me,2010,8.7,1050913,皮艾尔·柯芬 Pierre Coffin,,,喜剧 动画 冒险,美国 法国,,,,,,Mr. I Don't Care其实也有Care的时候。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,148,,https://movie.douban.com/subject/3287562/
25814707,小森林 冬春篇, リトル・フォレスト 冬・春,2015,9.0,422465,森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto,,,剧情,日本,,,,,,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2258078370.jpg,149,,https://movie.douban.com/subject/25814707/
1303037,喜宴, 囍宴,1993,9.0,434513,李安 Ang Lee   主演: 赵文瑄 Winston Chao,,,剧情 喜剧 爱情 同性 家庭,中国台湾 美国,,,,,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,150,,https://movie.douban.com/subject/1303037/
5989818,萤火之森, 蛍火の杜へ,2011,8.8,614348,大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura,,,剧情 爱情 动画 奇幻,日本,,,,,,触不到的恋人。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg,151,,https://movie.douban.com/subject/5989818/
4268598,告白,,2010,8.8,746856,中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu,,,剧情 悬疑,日本,,,,,,没有一人完全善，也没有一人完全恶。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,152,,https://movie.douban.com/subject/4268598/
1295399,七武士, 七人の侍,1954,9.3,237286,黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune,,,动作 冒险 剧情,日本,,,,,,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg,153,,https://movie.douban.com/subject/1295399/
3072124,玛丽和麦克斯, Mary and Max,2009,9.0,472818,亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette,,,剧情 喜剧 动画,澳大利亚 美国,,,,,,你是我最好的朋友，你是我唯一的朋友 。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2923412445.jpg,154,,https://movie.douban.com/subject/3072124/
4920389,头号玩家, Ready Player One,2018,8.6,1523044,史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri... 2018,,,动作 科幻 冒险,美国,,,,,,写给影迷，动漫迷和游戏迷的一封情书。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg,155,,https://movie.douban.com/subject/4920389/
10463953,模仿游戏, The Imitation Game,2014,8.8,723009,莫滕·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C... 2014,,,剧情 传记 战争 同性,英国 美国,,,,,,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2922986728.jpg,156,,https://movie.douban.com/subject/10463953/
1293181,惊魂记, Psycho,1960,9.0,358837,阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho... 1960,,,悬疑 惊悚 恐怖,美国,,,,,,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,157,,https://movie.douban.com/subject/1293181/
35426925,机器人之梦, Robot Dreams,2023,9.1,445039,巴勃罗·贝格尔 Pablo Berger   主演: 伊万·拉班达 Ivan Labanda 2023,,,剧情 动画 音乐,西班牙 法国,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2928203369.jpg,158,,https://movie.douban.com/subject/35426925/
1291545,大鱼, Big Fish,2003,8.8,629440,蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor,,,剧情 爱情 奇幻 冒险,美国,,,,,,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,159,,https://movie.douban.com/subject/1291545/
24733428,心灵奇旅, Soul,2020,8.7,1149165,彼特·道格特 Pete Docter,,,动画 奇幻 音乐,美国,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2595591069.jpg,160,,https://movie.douban.com/subject/24733428/
1307856,背靠背，脸对脸,,1994,9.5,181645,黄建新 Jianxin Huang,,,剧情,中国大陆 中国香港,,,,,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg,161,,https://movie.douban.com/subject/1307856/
26325320,血战钢锯岭, Hacksaw Ridge,2016,8.7,862910,梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield,,,剧情 传记 历史 战争,澳大利亚 美国,,,,,,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,162,,https://movie.douban.com/subject/26325320/
1316510,射雕英雄传之东成西就, 射鵰英雄傳之東成西就,1993,8.7,720742,刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai,,,喜剧 奇幻 武侠 古装,中国香港,,,,,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2609063922.jpg,163,,https://movie.douban.com/subject/1316510/
26683290,你的名字。, 君の名は。,2016,8.5,1600237,新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki,,,剧情 爱情 动画,日本,,,,,,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2910701461.jpg,164,,https://movie.douban.com/subject/26683290/
1306861,我是山姆, I Am Sam,2001,9.0,378533,杰茜·尼尔森 Jessie Nelson   主演: Sean Penn,,,剧情 家庭,美国,,,,,,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,165,,https://movie.douban.com/subject/1306861/
4917726,阳光姐妹淘, 써니,2011,8.8,641008,姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim,,,剧情 喜剧,韩国,,,,,,再多各自牛逼的时光，也比不上一起傻逼的岁月。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,166,,https://movie.douban.com/subject/4917726/
1291992,末路狂花, Thelma & Louise,1991,9.0,352866,雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis,,,犯罪 剧情 惊悚,美国 英国 法国,,,,,,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg,167,,https://movie.douban.com/subject/1291992/
21360417,恐怖直播, 더 테러 라이브,2013,8.7,731504,金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha,,,剧情 犯罪 悬疑,韩国,,,,,,恐怖分子的“秋菊打官司”。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg,168,,https://movie.douban.com/subject/21360417/
1302467,黑客帝国3：矩阵革命, The Matrix Revolutions,2003,8.8,499676,拉娜·沃卓斯基 Lana Wachowski,,,动作 科幻,美国,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,169,,https://movie.douban.com/subject/1302467/
1422283,高山下的花环,,1984(中国大陆),9.5,161509,谢晋 Jin Xie   主演: 吕晓禾 Xiaohe Lü,,,中国大陆,1985,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2319879389.jpg,170,,https://movie.douban.com/subject/1422283/
27119724,小丑, Joker,2019,8.7,1129353,托德·菲利普斯 Todd Phillips   主演: 杰昆·菲尼克斯 Joaquin Phoeni... 2019,,,剧情 犯罪 惊悚,美国 加拿大,,,,,,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg,171,,https://movie.douban.com/subject/27119724/
1578507,谍影重重3, The Bourne Ultimatum,2007,8.9,473507,保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon,,,动作 悬疑 惊悚,美国 德国 法国 英国,,,,,,像吃了苏打饼一样干脆的电影。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,172,,https://movie.douban.com/subject/1578507/
26611804,三块广告牌," Three Billboards Outside Ebbing, Missouri",2017,8.7,924164,马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France... 2017,,,剧情 犯罪,英国 美国,,,,,,怼天怼地，你走后，她与世界为敌。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2502943384.jpg,173,,https://movie.douban.com/subject/26611804/
1417598,电锯惊魂, Saw,2004,8.7,616529,詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell,,,悬疑 惊悚 恐怖,美国,,,,,,真相就在眼前。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg,174,,https://movie.douban.com/subject/1417598/
1307106,无间道2, 無間道II,2003,8.8,571147,刘伟强 Andrew Lau,,,剧情 犯罪 惊悚,中国香港,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg,175,,https://movie.douban.com/subject/1307106/
1793929,达拉斯买家俱乐部, Dallas Buyers Club,2013,8.8,508765,让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon... 2013,,,剧情 传记 同性,美国,,,,,,Jared Leto的腿比女人还美！,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,176,,https://movie.douban.com/subject/1793929/
1907966,疯狂原始人, The Croods,2013,8.7,925151,科克·德·米科 Kirk De Micco,,,喜剧 动画 冒险,美国,,,,,,老少皆宜，这就是好莱坞动画的魅力。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,177,,https://movie.douban.com/subject/1907966/
1300374,绿里奇迹, The Green Mile,1999,8.9,390699,弗兰克·德拉邦特 Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks,,,犯罪 剧情 奇幻 悬疑,美国,,,,,,,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,178,,https://movie.douban.com/subject/1300374/
10808442,爱在午夜降临前, Before Midnight,2013,8.9,477364,理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ... 2013,,,剧情 爱情,美国 希腊,,,,,,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,179,,https://movie.douban.com/subject/10808442/
1862151,疯狂的石头,,2006,8.6,930483,宁浩 Hao Ning   主演: 郭涛 Tao Guo,,,喜剧 犯罪,中国大陆 中国香港,,,,,,中国版《两杆大烟枪》。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,180,,https://movie.douban.com/subject/1862151/
1293460,雨中曲, Singin' in the Rain,1952,9.1,270769,斯坦利·多南 Stanley Donen,,,喜剧 歌舞 爱情,美国,,,,,,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,181,,https://movie.douban.com/subject/1293460/
1292226,2001太空漫游, 2001: A Space Odyssey,1968,8.9,399726,斯坦利·库布里克 Stanley Kubrick   主演: 凯尔·杜拉 Keir Dullea,,,科幻 惊悚 冒险,英国 美国,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2926647970.jpg,182,,https://movie.douban.com/subject/1292226/
25895901,海街日记, 海街diary,2015,8.8,524654,是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase,,,剧情 家庭,日本,,,,,,是枝裕和的家庭习作。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2242546753.jpg,183,,https://movie.douban.com/subject/25895901/
1291585,风之谷, 風の谷のナウシカ,1984,8.9,395309,宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto,,,动画 奇幻 冒险,日本,,,,,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,184,,https://movie.douban.com/subject/1291585/
1292208,上帝之城, Cidade de Deus,2002,9.0,334961,费尔南多·梅里尔斯 Fernando Meirelles,,,犯罪 剧情,巴西 法国,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,185,,https://movie.douban.com/subject/1292208/
25917973,心迷宫,,2014,8.7,621731,忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo,,,剧情 犯罪 悬疑,中国大陆,,,,,,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2926020289.jpg,186,,https://movie.douban.com/subject/25917973/
1297574,英雄本色,,1986,8.6,609408,吴宇森 John Woo   主演: 周润发 Yun-Fat Chow,,,剧情 动作 犯罪,中国香港,,,,,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,187,,https://movie.douban.com/subject/1297574/
1304447,记忆碎片, Memento,2000,8.7,673504,克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce,,,犯罪 剧情 悬疑 惊悚,美国,,,,,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2931989223.jpg,188,,https://movie.douban.com/subject/1304447/
1295409,纵横四海, 縱橫四海,1991,8.8,485759,吴宇森 John Woo   主演: 周润发 Yun-Fat Chow,,,剧情 喜剧 动作 犯罪,中国香港,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2931740648.jpg,189,,https://movie.douban.com/subject/1295409/
6534248,无敌破坏王, Wreck-It Ralph,2012,8.7,615125,瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly,,,喜剧 动画 奇幻 冒险,美国,,,,,,迪士尼和皮克斯拿错剧本的产物。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,190,,https://movie.douban.com/subject/6534248/
1291822,卢旺达饭店, Hotel Rwanda,2004,8.9,368989,特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle,,,剧情 传记 历史 战争,英国 南非 意大利 美国,,,,,,当这个世界闭上双眼，他却敞开了怀抱。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg,191,,https://movie.douban.com/subject/1291822/
1292329,牯岭街少年杀人事件, 牯嶺街少年殺人事件,1991,8.9,372657,杨德昌 Edward Yang   主演: 张震 Chen Chang,,,剧情 犯罪,中国台湾,,,,,,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,192,,https://movie.douban.com/subject/1292329/
3011051,恐怖游轮, Triangle,2009,8.5,996743,克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ... 2009,,,科幻 悬疑 奇幻 惊悚,英国 澳大利亚,,,,,,不要企图在重复中寻找已经失去的爱。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,193,,https://movie.douban.com/subject/3011051/
1310177,东京教父, 東京ゴッドファーザーズ,2003,9.0,293669,今敏 Satoshi Kon   主演: 江守彻 Toru Emori,,,剧情 喜剧 动画,日本,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg,194,,https://movie.douban.com/subject/1310177/
27622447,小偷家族, 万引き家族,2018,8.7,898822,是枝裕和 Hirokazu Koreeda   主演: 中川雅也 Lily Franky,,,剧情 犯罪 家庭,日本,,,,,,我们组成了家。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg,195,,https://movie.douban.com/subject/27622447/
1307811,魔女宅急便, 魔女の宅急便,1989,8.7,527742,宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama,,,动画 奇幻 冒险,日本,,,,,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,196,,https://movie.douban.com/subject/1307811/
1291578,冰川时代, Ice Age,2002,8.7,688959,卡洛斯·沙尔丹哈 Carlos Saldanha,,,喜剧 动画 冒险,美国,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,197,,https://movie.douban.com/subject/1291578/
1297880,芙蓉镇,,1987,9.3,191900,谢晋 Jin Xie   主演: 刘晓庆 Xiaoqing Liu,,,剧情 爱情,中国大陆,,,,,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575337180.jpg,198,,https://movie.douban.com/subject/1297880/
1959195,忠犬八公物语, ハチ公物語,1987,9.2,219889,神山征二郎 Seijirô Kôyama   主演: 仲代达矢 Tatsuya Nakadai,,,剧情,日本,,,,,,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.jpg,199,,https://movie.douban.com/subject/1959195/
3792799,岁月神偷, 歲月神偷,2010,8.7,614473,罗启锐 Alex Law   主演: 吴君如 Sandra Ng,,,剧情 家庭,中国香港 中国大陆,,,,,,岁月流逝，来日可追。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,200,,https://movie.douban.com/subject/3792799/
